Year,Agency,Use Case Name,Retired
2025,Department of Veterans Affairs,BioPlex 2200 ANA Screen with Medical Decision Support Software for Use with BioPlex 2200 Multi-Analyte Detection System,False
2025,Department of Veterans Affairs,VA CART Bleeding Risk Model,False
2025,Department of Veterans Affairs,"Biograph Vision, Biograph MCT Family Of PET/CTs",False
2025,Department of Veterans Affairs,AutoContour Model RADAC V3,False
2025,Department of Veterans Affairs,"Aplio i900, Aplio i800 and Aplio i700 Software V8.1 Diagnostic Ultrasound System",False
2025,Department of Veterans Affairs,"Alignment System Cranial, Alignment Software Cranial, Cirq Alignment Software Cranial Biopsy, Cirq Alignment Software Cranial sEEG, Varioguide Alignment Software Cranial",False
2025,Department of Veterans Affairs,"Acumen Hypotension Prediction Index - EV1000 Clinical Platform, Acumen Hypotension Prediction Index - Hemosphere Advanced Monitoring Platform, Acumen Hypotension Prediction Index, Hemosphere Advanced Monitoring Platform - Pressure",False
2025,Department of Veterans Affairs,Continuous Glucose Monitoring Summary,False
2025,Department of Veterans Affairs,CarestreamCS 9600,False
2025,Department of Veterans Affairs,No Missed Malignancy (NMM),False
2025,Department of Veterans Affairs,Sleep Apnea,False
2025,Department of Veterans Affairs,Coordinated Care Tracking System (CCTS) Generative AI Support,False
2025,Department of Veterans Affairs,Siemens Sequoia Crown,False
2025,Department of Veterans Affairs,Philips 7300 C,False
2025,Department of Veterans Affairs,ARANZ Medical Silhouette Wound Management System,False
2025,Department of Veterans Affairs,VASQIP Mortality Calculator,False
2025,Department of Veterans Affairs,Frailty Risk Analysis,False
2025,Department of Veterans Affairs,Butterfly iQ3 Ultrasound System,False
2025,Department of Veterans Affairs,CareView Patient Safety System,False
2025,Department of Veterans Affairs,GE Omni Legend,False
2025,Department of Veterans Affairs,"Analytics, Data, and Decision Support Unified Platform (ADDSUP)",False
2025,Department of Veterans Affairs,AI Microlearning (OttoLearn),False
2025,Department of Veterans Affairs,VA Section 508 Office URL Ownership Prediction Model,False
2025,Department of Veterans Affairs,VA GPT,False
2025,Department of Veterans Affairs,Fusion 2024,False
2025,Department of Veterans Affairs,Summit AI Assistant,False
2025,Department of Veterans Affairs,eDiscovery (VASI 2460): Predictive Coding,False
2025,Department of Veterans Affairs,Veteran Experience Office Retention/Trust Models in Customer Experience Insights,False
2025,Department of Veterans Affairs,CHAMPVA Automation,False
2025,Department of Veterans Affairs,Privacy Act Automation,False
2025,Department of Veterans Affairs,Articulate 360: AI Assistant,False
2025,Department of Veterans Affairs,Customer Sentiment,False
2025,Department of Veterans Affairs,Auto Doc ID,False
2025,Department of Veterans Affairs,Medallia Software as a Service (SaaS) - VSignals and ESignals,False
2025,Department of Veterans Affairs,Volpara Imaging Software,False
2025,Department of Veterans Affairs,UiPath Document Understanding,False
2025,Department of Veterans Affairs,Axon Body Camera and DMS - OSSO,False
2025,Department of Veterans Affairs,GE Logiq E10,False
2025,Department of Veterans Affairs,ReflexAI,False
2025,Department of Veterans Affairs,App feedback model for NLP tasks,False
2025,Department of Veterans Affairs,Verathon BladderScan Prime PLUS System,False
2025,Department of Veterans Affairs,App Feedback categorization model,False
2025,Department of Veterans Affairs,LINQ II Insertable Cardiac Monitor,False
2025,Department of Veterans Affairs,VA Supply Chain Knowledge Management Dashboard,False
2025,Department of Veterans Affairs,"Human-Centered Design (HCD) User Feedback Summary, Analysis, and Design",False
2025,Department of Veterans Affairs,Vivid E80/ Vivid E90/ Vivid E95,False
2025,Department of Veterans Affairs,Avicenna CINA,False
2025,Department of Veterans Affairs,CLARUS,False
2025,Department of Veterans Affairs,BTSSS 3542 Review,False
2025,Department of Veterans Affairs,Dragon Medical One,False
2025,Department of Veterans Affairs,Deep-Learning approaches to develop candidate lists of terms for use in text searches,False
2025,Department of Veterans Affairs,Identify access to genetic testing in Veterans with breast cancer.,False
2025,Department of Veterans Affairs,Cardiac CT Function Software Application,False
2025,Department of Veterans Affairs,Purchase Order Filing,False
2025,Department of Veterans Affairs,VA CART Myocardial Ischemia NLP,False
2025,Department of Veterans Affairs,VA CART Ejection Fraction NLP,False
2025,Department of Veterans Affairs,Limited Use of Azure Speech Services in PETALS Platform,False
2025,Department of Veterans Affairs,Hospital Acquired Infections,False
2025,Department of Veterans Affairs,Use of Large Language Models to improve classification of identified text snippets from the CLEVER natural language processing pipeline,False
2025,Department of Veterans Affairs,Executive Spend Analysis,False
2025,Department of Veterans Affairs,Scriptpro Ticket Report,False
2025,Department of Veterans Affairs,HTM112 Tutor,False
2025,Department of Veterans Affairs,ValidateNow,False
2025,Department of Veterans Affairs,PII in Foreign Medical Program (FMP) Faxes,False
2025,Department of Veterans Affairs,XtractOne,True
2025,Department of Veterans Affairs,Appointment Comments Categorization,True
2025,Department of Veterans Affairs,SafePointe WDS - OSSO,True
2025,Department of Veterans Affairs,electronic Virtual Assistant (e-VA),True
2025,Department of Veterans Affairs,Activity recognition using wearable sensors for use in closed loop deep brain stimulation systems,True
2025,Department of Veterans Affairs,AgileMD eCART Clinical Deterioration Model,True
2025,Department of Veterans Affairs,Smart AI Bot Assistant,True
2025,Department of Veterans Affairs,PsychCorpCenter,True
2025,Department of Veterans Affairs,"Prostate Cancer, Genetic Risk, and Equitable Screening Study (ProGRESS) - Prostate Cancer Risk Prediction Model",True
2025,Department of Veterans Affairs,Podimetrics,True
2025,Department of Veterans Affairs,ICU CIS/ARK PDF Medical Entity and Clinical Scoring Extraction (PHI 3.5 LLM),True
2025,Department of Veterans Affairs,Multi-Modal Digital Image Exchange - AI (MDIE-AI),True
2025,Department of Veterans Affairs,Partially Observed Markov Decision Process for Post-Traumatic Stress Disorder,True
2025,Department of Veterans Affairs,ECG System Software,True
2025,Department of Veterans Affairs,Clinical Key | Elsevier,True
2025,Department of Veterans Affairs,ACS NSQIP Risk Score,True
2025,Department of Veterans Affairs,Avicenna LVO,True
2025,Department of Veterans Affairs,Ysio Max,True
2025,Department of Veterans Affairs,X100HT with Slide Loader with Full Field Peripheral Blood Smear (PBS) Application,True
2025,Department of Veterans Affairs,WRDensity by Whiterabbit.ai,True
2025,Department of Veterans Affairs,Withings Scan Monitor 2.0,True
2025,Department of Veterans Affairs,WellDoc BlueStar,True
2025,Department of Veterans Affairs,WAVE Clinical Platform,True
2025,Department of Veterans Affairs,"VX1, VX1+",True
2025,Department of Veterans Affairs,VUNO Med-DeepBrain,True
2025,Department of Veterans Affairs,Volta AF-Xplorer,True
2025,Department of Veterans Affairs,Biotronik Home Monitoring System,True
2025,Department of Veterans Affairs,Post-Discharge 30-day Readmission or Death Prediction,True
2025,Department of Veterans Affairs,Intelligent 2D,True
2025,Department of Veterans Affairs,Medical Imaging Auto-segmentation,True
2025,Department of Veterans Affairs,VSTOne – AI-Driven Patient Monitoring and Care Delivery,True
2025,Department of Veterans Affairs,Implementation of a Severe COVID-19 Risk Prediction Tool,True
2025,Department of Veterans Affairs,CVI42,True
2025,Department of Veterans Affairs,Aquilion ONE with AiCE,True
2025,Department of Veterans Affairs,ECG/EKG Machines- Interpretation of Results,True
2025,Department of Veterans Affairs,Pact Act Co-Pay Exemption Prediction Tool,True
2025,Department of Veterans Affairs,GE AMX Portable X-ray Machines,True
2025,Department of Veterans Affairs,Computer Vision Framework (CVF),True
2025,Department of Veterans Affairs,aPROMISE X,True
2025,Department of Veterans Affairs,Dental - Dentsply Sirona CERE,True
2025,Department of Veterans Affairs,TeraRecon,True
2025,Department of Veterans Affairs,"Investigative, Analytics, and Reporting Capabilities",True
2025,Department of Veterans Affairs,Machine Algorithm for Report Surveillance (MARS),True
2025,Department of Veterans Affairs,Identity Governance and Administration (IGA),True
2025,Department of Veterans Affairs,Google Cloud Platform - CCAI / Dialogflow,True
2025,Department of Veterans Affairs,VEO Virtual Analyst Proof of Concept,True
2025,Department of Veterans Affairs,ScienceLogic Artificial Intelligence Operations (AIOPS) Software Subscriptions with Maintenance and Professional Support Services.,True
2025,Department of Veterans Affairs,VA Chat Copilot Meta Pilot,True
2025,Department of Veterans Affairs,2268 Next Generation (2268NextGen),True
2025,Department of Veterans Affairs,National Training Team | Schools NLP FAQ Dashboard,True
2025,Department of Veterans Affairs,Synthetic Data Creation,True
2025,Department of Veterans Affairs,Billie GPT,True
2025,Department of Veterans Affairs,VEO Insights Engine,True
2025,Department of Veterans Affairs,VX Insights Hub Agent,True
2025,Department of Veterans Affairs,VCA & PPMS Chatbot,True
2025,Department of Veterans Affairs,AI for Classifying Safety Events,True
2025,Department of Veterans Affairs,AI Monitoring FEHR Harms,True
2025,Department of Veterans Affairs,Thematic Analysis Using BERT Modeling,True
2025,Department of Veterans Affairs,My HealtheVet VSignals Main Improvement Summary,True
2025,Department of Veterans Affairs,AI Health Coach,True
2025,Department of Veterans Affairs,Lyssn for Mental Health,True
2025,Department of Veterans Affairs,Microsoft Power Automate and AI,True
2025,Department of Veterans Affairs,BlackBox Code research,True
2025,Department of Veterans Affairs,"Synthetic Data Generation:  Experimenting with OpenSource, Third Party and GenAI",True
2025,Department of Veterans Affairs,Vocational Rehabilition Services (VRS) Employment Support,True
2025,Department of Veterans Affairs,Adobe Creative Cloud,True
2025,Department of Veterans Affairs,Actions for Application Vulnerabilities,True
2025,Department of Veterans Affairs,Discharge Predictive Model,True
2025,Department of Veterans Affairs,Optimizing Renin Angiotensin System Blocker Use for Kidney Disease,True
2025,Department of Veterans Affairs,Rythm Express,True
2025,Department of Veterans Affairs,CareCentra Next Level Personalized AI Health Coach,True
2025,Department of Veterans Affairs,AI-Enhanced Call Center,True
2025,Election Assistance Commission,AI Answers in Clearinghouse Network,False
2025,Election Assistance Commission,Internal Generative AI Tools for Staff Productivity,False
2025,Election Assistance Commission,Grants Lifecycle Application System,False
2025,Election Assistance Commission,Routing emails from shared inboxes,False
2025,Equal Employment Opportunity Commission,AI Answers in Clearinghouse Network,False
2025,Equal Employment Opportunity Commission,Internal Generative AI Tools for Staff Productivity,False
2025,Equal Employment Opportunity Commission,Grants Lifecycle Application System,False
2025,Equal Employment Opportunity Commission,Routing emails from shared inboxes,False
2025,Federal Deposit Insurance Corporation,Plain Language Policy Assistant,True
2025,Federal Deposit Insurance Corporation,Knowledge Article Generation,False
2025,Federal Deposit Insurance Corporation,Immersive Learning,False
2025,Federal Deposit Insurance Corporation,Student Monitoring,True
2025,Federal Deposit Insurance Corporation,Plagiarism Detection,True
2025,Federal Deposit Insurance Corporation,Student Outcome Projection,True
2025,Federal Deposit Insurance Corporation,Facilitating Status,True
2025,Federal Deposit Insurance Corporation,AI Assisted Data Collection,False
2025,Federal Deposit Insurance Corporation,AI Assisted Time Management,True
2025,Federal Deposit Insurance Corporation,Compliance Risk Monitoring,False
2025,Federal Deposit Insurance Corporation,Pre-Examination Planning Monitoring,False
2025,Federal Deposit Insurance Corporation,HMDA (Home Mortgage Disclosure Act) Outlier Screen,False
2025,Federal Deposit Insurance Corporation,FDIC Deposit Insurance Misrepresentation,False
2025,Federal Deposit Insurance Corporation,Financial Well-being Project,True
2025,Federal Deposit Insurance Corporation,Generative Artificial Intelligence (AI) for Legal Research,False
2025,Federal Deposit Insurance Corporation,Automatically-Scored Writing Assessment (AWA),False
2025,Federal Deposit Insurance Corporation,FDIC Predictive Budget Analysis,False
2025,Federal Deposit Insurance Corporation,Goals and Workload Assumptions,False
2025,Federal Deposit Insurance Corporation,CFOO Admin Chatbot,False
2025,Federal Deposit Insurance Corporation,CFOO Travel Chatbot,False
2025,Federal Deposit Insurance Corporation,CFOO Transactional Data Analysis,False
2025,Federal Deposit Insurance Corporation,FDIC Staffing Model,False
2025,Federal Deposit Insurance Corporation,FDIC Financial Audit Report,False
2025,Federal Deposit Insurance Corporation,Risk Identification and Response,False
2025,Federal Deposit Insurance Corporation,FDIC Investment Portfolio Management,False
2025,Federal Deposit Insurance Corporation,Analytics on Loan Data,True
2025,Federal Deposit Insurance Corporation,Analytics on Securities Data,True
2025,Federal Deposit Insurance Corporation,Business Data Extraction from Loan Files,True
2025,Federal Deposit Insurance Corporation,Data Extraction from Security Prospectus,True
2025,Federal Deposit Insurance Corporation,Initial Deposit File Analysis,True
2025,Federal Deposit Insurance Corporation,Owned Real Estate (ORE) Property Appraisal,True
2025,Federal Deposit Insurance Corporation,Trust Document Entity Extraction,False
2025,Federal Deposit Insurance Corporation,Trust Document Entity Extraction - LLM,False
2025,Federal Deposit Insurance Corporation,Extracting IT Information,False
2025,Federal Deposit Insurance Corporation,Transcribing Structured Interviews,True
2025,Federal Deposit Insurance Corporation,New Offsite Models,False
2025,Federal Deposit Insurance Corporation,Enterprise FDIC Chat,False
2025,Federal Deposit Insurance Corporation,Criminal Background Investigation,False
2025,Federal Deposit Insurance Corporation,Financial Background Investigation,False
2025,Federal Deposit Insurance Corporation,Restitution Order AI Assistance,False
2025,Federal Deposit Insurance Corporation,Provisional Holds Model,False
2025,Federal Deposit Insurance Corporation,Background Check Web Application,False
2025,Federal Deposit Insurance Corporation,Blockchain and Cryptocurrency Transaction Identification and Visualization,False
2025,Federal Deposit Insurance Corporation,Location and Evaluation of Individuals and Assets for Collectability of Civil Claim,False
2025,Federal Deposit Insurance Corporation,Digital Asset Liquidity Risk Analysis,False
2025,Federal Deposit Insurance Corporation,Social Listening,False
2025,Federal Deposit Insurance Corporation,Background Check Tool for Fraud Investigations,False
2025,Federal Deposit Insurance Corporation,Data Extraction from Contract PDF Files,False
2025,Federal Deposit Insurance Corporation,Corporate Impact Analysis Object,False
2025,Federal Deposit Insurance Corporation,OIG computer forensics investigation tools.,False
2025,Federal Energy Regulatory Commission,Summarization & Policy Analysis for Regulatory Comments (originally Leverage AI in the Rulemaking Process Use Case),False
2025,Federal Energy Regulatory Commission,Improve Safety Inspections Use Case,False
2025,Federal Energy Regulatory Commission,Enhance Market Surveillance and Fraud Detection Use Case,False
2025,Federal Energy Regulatory Commission,Support Interconnection Request Responses Use Case,False
2025,Federal Energy Regulatory Commission,Gas Blanket Certificates (Permitting),False
2025,Federal Energy Regulatory Commission,AI Enabled Assistant Legal Research,False
2025,Federal Housing Finance Agency,LexisNexis,False
2025,Federal Housing Finance Agency,Neural Networks for FHFA Modeling Analytics Platform (FMAP),False
2025,Federal Housing Finance Agency,Phishing Email Identification,False
2025,Federal Housing Finance Agency,WestLaw,False
2025,Federal Housing Finance Agency,Public Comments Summarization and Topic Classifications Pilot Project,True
2025,Federal Housing Finance Agency,Virtual Acquisition Office (VAO) Ally,False
2025,Federal Housing Finance Agency,"Analytics,, Search, Queries and LLM integration for data management on Oracle",True
2025,Federal Housing Finance Agency,Python modules to support AI/ML,True
2025,Federal Housing Finance Agency,R modules to support AI/ML,True
2025,Federal Housing Finance Agency,Security and network monitoring using Cisco Identify Services engine,False
2025,Federal Housing Finance Agency,Desktop productivity using Microsoft 365,False
2025,Federal Housing Finance Agency,Virtual Desktop using Citrix,False
2025,Federal Housing Finance Agency,"Analytics, Indexing, and Anomaly Detection for Data Management on SQL Server",False
2025,Federal Housing Finance Agency,Workflow automation and predictive analytics using ServiceNow,False
2025,Federal Housing Finance Agency,Security and Compliance in file sharing and collaboration using Kiteworks,False
2025,Federal Housing Finance Agency,"Network monitoring, anomaly detection through Whats Up Gold and Flowmon integration",False
2025,Federal Housing Finance Agency,Mathematical formula transcription using Commonlook Online,False
2025,Federal Housing Finance Agency,Mobile Worker Productivity using Apple iOS platform,False
2025,Federal Reserve Board of Governors,Economic Trend Modeling,False
2025,Federal Reserve Board of Governors,PDF Optical Character Recognition (Text),False
2025,Federal Reserve Board of Governors,PDF Optical Character Recognition (Images),False
2025,Federal Reserve Board of Governors,Stock Market Analysis,False
2025,Federal Reserve Board of Governors,Commercial Real Estate Index,False
2025,Federal Reserve Board of Governors,Variable Optimization,False
2025,Federal Reserve Board of Governors,Credit Fragment Analysis,False
2025,Federal Reserve Board of Governors,Proposals and Public Comments,False
2025,Federal Reserve Board of Governors,Manufacturer Sentiment Analysis,False
2025,Federal Reserve Board of Governors,Supply Chain Estimations,False
2025,Federal Reserve Board of Governors,Body Worn Cameras Data Management System,False
2025,Federal Reserve Board of Governors,Market Fund Portfolio,False
2025,Federal Reserve Board of Governors,Sentiment Analysis of Earnings Transcripts,False
2025,Federal Reserve Board of Governors,Anomaly Detection,False
2025,Federal Reserve Board of Governors,Consumer Complaints Explorer,False
2025,Federal Reserve Board of Governors,Regulatory Data Analysis,False
2025,Federal Reserve Board of Governors,Decision Tree for Deposits Data,False
2025,Federal Reserve Board of Governors,Novel Activities Call Report Classification,False
2025,Federal Reserve Board of Governors,Financial News Processing,False
2025,Federal Reserve Board of Governors,Bank Exam Quality Control – Model 1,False
2025,Federal Reserve Board of Governors,Document Summarization Statistics,False
2025,Federal Reserve Board of Governors,Writing Quality Analysis Model,False
2025,Federal Reserve Board of Governors,Comment Review System,False
2025,Federal Reserve Board of Governors,Trading Desk Grouping,False
2025,Federal Reserve Board of Governors,Threshold Monitoring,False
2025,Federal Reserve Board of Governors,Supply and Demand Tool,False
2025,Federal Reserve Board of Governors,Outlier Detection,False
2025,Federal Reserve Board of Governors,Earnings Call Topic Model,False
2025,Federal Reserve Board of Governors,Bank Performance Monitoring,False
2025,Federal Reserve Board of Governors,Bank Exam Quality Control – Model 2,False
2025,Federal Reserve Board of Governors,Risk Rating Model – Community Banks,False
2025,Federal Reserve Board of Governors,Risk Rating Model,False
2025,Federal Reserve Board of Governors,Financial System Data Analysis,False
2025,Federal Reserve Board of Governors,Bank Examiner Search Engine,False
2025,Federal Reserve Board of Governors,Oasis Semantic Search,False
2025,Federal Reserve Board of Governors,Virtual Benefits Assistant,False
2025,Federal Reserve Board of Governors,Data Quality Prioritization Dashboard,False
2025,Federal Reserve Board of Governors,Monitoring Earnings Conference Calls,False
2025,National Aeronautics and Space Administration,Anomaly Detection and Precursor Identification in UAV flight data,False
2025,National Aeronautics and Space Administration,Autoresolver/Tailored Arrival Manager,False
2025,National Aeronautics and Space Administration,Deep Learning for Flood Mapping (DELTA),True
2025,National Aeronautics and Space Administration,Distributed Spacecraft Autonomy,False
2025,National Aeronautics and Space Administration,ExoMiner discovery of ExoPlanets via data from the Kepler and TESS space telescopes,False
2025,National Aeronautics and Space Administration,Explainable and robust deep semi-supervised model for multi-class anomaly detection in flight data,False
2025,National Aeronautics and Space Administration,Anomaly detection in aeronautics data with quantum-compatible discrete deep generative model,False
2025,National Aeronautics and Space Administration,Machine Learning Airport Surface Model: Airport Configuration Prediction,False
2025,National Aeronautics and Space Administration,Machine Learning Airport Surface Model: Arrival Runway Prediction,False
2025,National Aeronautics and Space Administration,Machine Learning Airport Surface Model: Departure Runway Prediction,False
2025,National Aeronautics and Space Administration,Machine Learning Airport Surface Model: Estimated ON Time Prediction,False
2025,National Aeronautics and Space Administration,Machine Learning Airport Surface Model: Taxi-in Prediction,False
2025,National Aeronautics and Space Administration,Machine Learning Airport Surface Model: Taxi-out Prediction,False
2025,National Aeronautics and Space Administration,NextGen Advanced Methods: ATCSCC Webinar Speech2Text and Analysis,False
2025,National Aeronautics and Space Administration,NextGen Data Analytics: Letters of Agreement,False
2025,National Aeronautics and Space Administration,Unsupervised anomaly detection in flight data with deep variational autoencoders,False
2025,National Aeronautics and Space Administration,Aero-Engines AI - a machine-learning app for aircraft engine system-performance prediction,False
2025,National Aeronautics and Space Administration,Graph Neural Networks for Airfoil Performance Prediction,False
2025,National Aeronautics and Space Administration,Inverse Design of Materials,False
2025,National Aeronautics and Space Administration,MADI - Strategic Foresight and Knowledge Management infrastructure for ARMD/TACP/CAS,False
2025,National Aeronautics and Space Administration,Applying machine learning techniques to enhance the sensitivity and selectivity of multifunctional sensor platform,False
2025,National Aeronautics and Space Administration,Artificial Intelligent Co-Processor Slice with Google Coral TPU For Automated Onboard Data-Product Generation,False
2025,National Aeronautics and Space Administration,cFS High Performance Computing Framework (cFS HPCF),False
2025,National Aeronautics and Space Administration,Creating U-Net + LSTM Hybrid Architecture for Image Series Analysis,False
2025,National Aeronautics and Space Administration,Deep Learning for Communication-Limited Spacecraft,False
2025,National Aeronautics and Space Administration,Development of new tools for detecting and assessing resilient agriculural systems farm performance,False
2025,National Aeronautics and Space Administration,Earth Information System Fire Pilot,False
2025,National Aeronautics and Space Administration,Enabling Autonomous Differential Drag Control and Attitude Maneuvering Using Onboard Artificial Intelligence (AI) for SmallSat Distributed Space Missions (DSMs),False
2025,National Aeronautics and Space Administration,Forest responses to climate change,False
2025,National Aeronautics and Space Administration,From Single Spacecraft to Synchronized Swarms: Fault Diagnosis for Distributed Spacecraft Mission Resilience,False
2025,National Aeronautics and Space Administration,HEASARC X-ray Spectra and Light Curve data sets,False
2025,National Aeronautics and Space Administration,High Rate Digital Spectrometer Enhancement with Neural Network AI,False
2025,National Aeronautics and Space Administration,High Resolution Earth and Planetary Atmospheric Predictions using Machine Learning,False
2025,National Aeronautics and Space Administration,HyperMapping with Hyperspectral Precise Pointing Optical Sensor (HYPPOS) for Decadal Survey Mission Pathfinder Activities,False
2025,National Aeronautics and Space Administration,Knowledge Capture: helionauts.org,False
2025,National Aeronautics and Space Administration,M4OPT: Multi-Mission Multi-Messenger Observation Planning Toolkit,False
2025,National Aeronautics and Space Administration,Machine Intelligence for Small Satellites,False
2025,National Aeronautics and Space Administration,Machine Learning of Ocean Worlds Laboratory Analog Seawater Volatiles,False
2025,National Aeronautics and Space Administration,MERRAMax Automated feature selection,False
2025,National Aeronautics and Space Administration,Multi-temporal analytic center framework,False
2025,National Aeronautics and Space Administration,"Optimization of Machine Learning Algorithms for Lidar to Detect Aerosols, Clouds, and the PBL (Planetary Boundary Layer)",False
2025,National Aeronautics and Space Administration,"Parameter estimation, emulator building, model tuning and sensitivity analysis of the ocean carbon cycle using  ML",False
2025,National Aeronautics and Space Administration,PIC-ASIC Spectrometer Demonstration for Ultrawideband and Hyperspectral Microwave Sounding,False
2025,National Aeronautics and Space Administration,Portable flow inferencing device using Fourier Ptychography and Deep Learning for detection of biosignatures,False
2025,National Aeronautics and Space Administration,RAMjET: RApid Machine lEarned Triage - AI to classify astrophysical phenomena in photometric lightcurves,False
2025,National Aeronautics and Space Administration,Reconstruction of cloud vertical structure,False
2025,National Aeronautics and Space Administration,Research in Aritificial Intelligence for Spacecraft Resilience (RAISR),False
2025,National Aeronautics and Space Administration,Science Translation with AI,False
2025,National Aeronautics and Space Administration,Semi-Automatic Landslide Detection (SALaD),False
2025,National Aeronautics and Space Administration,SpectraClass: Semi-supervised learning in a Jupyter Notebook,False
2025,National Aeronautics and Space Administration,"SWaP-efficient, fast-wavelength-steering and time-division-multiplexing lidar technology capable of multi-beam ranging and concurrent hyper-spectral imaging",False
2025,National Aeronautics and Space Administration,Toward Resilient Spacecraft: Artificially Intelligent Reasoning for Diagnosing Safe Modes,False
2025,National Aeronautics and Space Administration,Towards Scientific Autonomy:  Applying Machine Learning to MOMA Science Data,False
2025,National Aeronautics and Space Administration,Training Data for Streamflow Estimation,False
2025,National Aeronautics and Space Administration,Unification of laboratory and observational data via learning algorithms for robust models of ice microphysics,False
2025,National Aeronautics and Space Administration,Using Machine Learning to Detect and Build Calibrated CME Datasets,False
2025,National Aeronautics and Space Administration,Vlasov Informed Super Resolution (VISR),False
2025,National Aeronautics and Space Administration,AEGIS: Autonomous Exploration for Gathering Increased Science,False
2025,National Aeronautics and Space Administration,Agile Science,False
2025,National Aeronautics and Space Administration,ASPEN Mission Planner,False
2025,National Aeronautics and Space Administration,CLASP Coverage Planning & Scheduling,False
2025,National Aeronautics and Space Administration,Dynamic Targeting,False
2025,National Aeronautics and Space Administration,Enhanced AutoNav for Perseverance Rover on Mars,False
2025,National Aeronautics and Space Administration,Groundwater data interpolation in California’s Central Valley using multimodal data fusion and multivariate sequence-to-sequence transformation models,False
2025,National Aeronautics and Space Administration,Hybrid On-Board and Ground-Based Processing of Massive Sensor Data (HyspIRI IPM),False
2025,National Aeronautics and Space Administration,Mars2020 Rover (Perseverance),False
2025,National Aeronautics and Space Administration,MLNav (Machine Learning Navigation),False
2025,National Aeronautics and Space Administration,Neural network accelerated radiative transfer modeling,False
2025,National Aeronautics and Space Administration,Perseverance Rover on Mars - Terrain Relative Navigation,False
2025,National Aeronautics and Space Administration,Providing visualization tools and streamlining the detection and tracking of wildfire-induced smoke plumes during the Fire Influence on Regional to Global Environments and Air Quality (FIREX-AQ) mission,False
2025,National Aeronautics and Space Administration,SCOTI (Scientific Captioning of Terrain Images),False
2025,National Aeronautics and Space Administration,SPOC (Soil Property and Object Classification),False
2025,National Aeronautics and Space Administration,Trusted and exPlainable Artificial Intelligence for Saving Lives (TruePAL) Technology for First Responder Safety,False
2025,National Aeronautics and Space Administration,Volcano SensorWeb,True
2025,National Aeronautics and Space Administration,Classification of features in Crew Earth Observations imagery,False
2025,National Aeronautics and Space Administration,Cloud masks from Crew Earth Observations imagery,False
2025,National Aeronautics and Space Administration,Comment Analytics Dashboard,False
2025,National Aeronautics and Space Administration,Crew Earth Observations automated georeferencing/geolocation,False
2025,National Aeronautics and Space Administration,Machine Learning for RFID (Radio Frequency Identification) tag localization to support logistics,False
2025,National Aeronautics and Space Administration,Noise suppression in Human Spaceflight audio systems,False
2025,National Aeronautics and Space Administration,Adaptive Neural Network Molecular Dynamics,False
2025,National Aeronautics and Space Administration,Aerosol and Cloud Identification in SAGE III/ISS Aerosol Extinction Profiles,False
2025,National Aeronautics and Space Administration,AMP: An Automated Metadata Pipeline,False
2025,National Aeronautics and Space Administration,Application of High-Dimensional Fuzzy K-mean Cluster Analysis to CALIOP (Cloud-Aerosol Lidar with Orthogonal Polarization) / CALIPSO (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observatory) Version 4.1 Feature Classifications,False
2025,National Aeronautics and Space Administration,CERES FluxByCldTyp Data Product Narrowband-to-Broadband Algorithm Improvement Through Deep Neural Network (DNN),False
2025,National Aeronautics and Space Administration,Cloud Detection Neural Network,False
2025,National Aeronautics and Space Administration,Combining Satellite and Ground-based Observations to Improve Cloud Ceiling Observations over CONUS for Aviation Weather,False
2025,National Aeronautics and Space Administration,Detection of multi-layered clouds from multispectral MODIS/VIIRS data using an artificial neural network trained with CALIPSO-CloudSat data.,False
2025,National Aeronautics and Space Administration,Developing Quantum Reservoir Computing Hardware and Software for Deep Learning,False
2025,National Aeronautics and Space Administration,Estimation of Multilayered Cloud Properties from Geostationary Satellite Imager Data,False
2025,National Aeronautics and Space Administration,Estimation of Multilayered Cloud Properties from Low-Earth-Orbit Satellite Imager Data,False
2025,National Aeronautics and Space Administration,Geostationary Satellite Sounder Pathfinder Project for 4-D Atmospheric Thermodynamics and Winds,False
2025,National Aeronautics and Space Administration,Identifying Aerosol Subtypes from CALIPSO Lidar Profiles Using Deep Machine Learning,False
2025,National Aeronautics and Space Administration,Identifying flaws in manufacturing of composites,False
2025,National Aeronautics and Space Administration,Improvements in Global Nighttime Satellite Cloud Analyses for Weather and Climate,False
2025,National Aeronautics and Space Administration,Improving CERES Low-Latency Surface Radiation Fluxes with Machine/Deep Learning,False
2025,National Aeronautics and Space Administration,Intelligent Contingency Management,False
2025,National Aeronautics and Space Administration,Lessons Learned Bot (LLB),False
2025,National Aeronautics and Space Administration,Machine Learning for Advancing Risk Precursor Identification Tools in Commercial Airline Terminal Area Operations (out of D318),False
2025,National Aeronautics and Space Administration,Mitigating Problematic GOES-17 Infrared Radiances at Night for Weather and Climate Applications,False
2025,National Aeronautics and Space Administration,NASA OCIO STI Concept Tagging Service,False
2025,National Aeronautics and Space Administration,New Skin Temperature Analyses for Satllite Cloud Retrievals,False
2025,National Aeronautics and Space Administration,Nocturnal Opaque Ice Cloud Optical Depth Analyses from MODIS Multispectral Infrared Radiances,False
2025,National Aeronautics and Space Administration,PACE-MAPP,False
2025,National Aeronautics and Space Administration,Polar Nighttime Cloud Detection Using an Artificial Neural Network,False
